OBJECTID,HUC12,Name,NtvFish,FishSWNorm,Shape__Area,Shape__Length
968,180300020104,Snake Creek-South Fork Kern River,2,0.08333333,146758504.75,72945.1488706971
969,160600100906,Cottonwood Creek,0,0,211455475.429688,116755.327279963
970,180703010302,Salt Creek-Frontal Gulf of Santa Catalina,8,0.33333333,110840882.175781,95465.0709883356
971,180701060602,La Mirada Creek,1,0.04166667,137247235.671875,63436.6170238315
972,180902062207,180902062207-Rogers Lake,0,0,168863500.925781,97261.6741733689
973,180902062204,Mount Mesa-Frontal Rogers Lake,0,0,109893425.535156,51168.8960837493
974,180902062202,Jackrabbit Hill,0,0,133324017.257813,79318.9274019528
975,180902062103,180902062103,0,0,69718773.6757813,45329.1455567516
976,180902060503,Town of Cantil,0,0,77601758.4023438,48283.4107098428
977,180902060702,Red Rock Canyon,0,0,111756548.789063,67708.3727227144
978,180902060601,Fiddler Gulch,0,0,238193732.054688,90837.9518100026
979,180902050501,Ninemile Canyon,0,0,140501802.082031,62712.8345076741
980,180902050606,Dry Lakes,0,0,232295732.546875,128925.965729769
981,180901030303,Centennial Canyon,0,0,124394859.679688,70206.7841528694
982,180902010901,Willow Creek,0,0,133597676.121094,58735.3909348182
983,180902010704,Palm Spring-Frontal Salt Lake,0,0,199337177.96875,120313.062698357
984,180902010202,Middle Marble Canyon,0,0,195053499.957031,84960.916972412
985,180902010401,180902010401,0,0,35334144.3945313,29725.6388669489
986,180902010601,Headwaters Waucoba Wash,0,0,206010061.269531,91602.008790862
987,180902010402,180902010402,0,0,87902662.4804688,57217.4791578777
988,180902010701,180902010701,0,0,123853127.738281,56551.7590162135
989,180902010301,Tule Spring,0,0,104474653.742188,50712.1360290928
990,180702030901,Upper Santiago Creek,1,0.04166667,190803105.25,68192.4430465742
991,180702030604,Bedford Wash-Temescal Wash,1,0.04166667,139308202.625,70249.5349975893
992,180702030804,East Etiwanda Creek-Santa Ana River,4,0.16666667,818799159.996094,187820.647286301
993,180702030302,North Fork Lytle Creek,1,0.04166667,129568826.859375,60793.4015440849
994,180902080504,Horse Canyon-Fremont Wash,0,0,186059285.808594,125395.487460767
995,180902080903,Buckthorn Wash,0,0,115281688.667969,78505.7439897282
996,180902080904,180902080904,0,0,115669327,65282.4358529996
997,180902050801,Mirror Lake,0,0,203637190.386719,66628.6013690133
998,180902050603,180902050603,0,0,87749071.3554688,62728.6550084842
999,180902050201,Petroglyph Canyon,0,0,142319440.714844,75499.9914974122
1000,180902050202,180902050202,0,0,65782707.1640625,59507.3159676866
1001,180902041103,Wood Canyon-Panamint Valley,0,0,145448999.625,98194.4321074086
1002,180902040202,Lower Lee Wash,0,0,69456123.0859375,52512.6526073645
1003,180902040306,Lower Darwin Wash,0,0,172900639.492188,66251.8319219001
1004,180902030303,Upper Marble Canyon,0,0,150704155.539063,67153.8792388991
1005,180703030401,Upper Escondido Creek,1,0.04166667,163447132.621094,85579.5669876262
1006,180702020303,Menifee Valley,1,0.04166667,104660440.914063,54655.7127041772
1007,180702030503,Plunge Creek,2,0.08333333,75100629.2382813,46708.8704976767
1008,180902080301,Fairview Dry Lake,0,0,69619774.3632813,41428.515518419
1009,180902080905,North Lake-Mojave River,0,0,130767629.011719,91424.6672400006
1010,180902081102,Town of Lenwood-Mojave River,0,0,213399476.613281,120598.077381499
1011,180902070903,Black Canyon,0,0,93702483.9335938,52474.8320559527
1012,180902051203,Bundy Canyon-Searles Valley,0,0,74639434.6757813,49985.1585292079
1013,180902040804,Goler Canyon-Panamint Valley,0,0,155660786.796875,70752.3392005415
1014,180902041002,Hall Canyon,0,0,67364067.859375,41356.795677297
1015,180902030505,Midway Well,0,0,271644182.46875,114393.574243436
1016,180902030602,180902030602-Death Valley Wash,0,0,179367164.046875,75545.1493082659
1017,180703040903,Rice Canyon-Sweetwater River,7,0.29166667,132595750.832031,83792.9055600241
1018,180703040704,Murray Reservoir,1,0.04166667,61477857.8632813,41915.0337077673
1019,180703040701,Sycamore Canyon,1,0.04166667,63118165.09375,40962.6826676371
1020,180703041002,Jamul Creek,1,0.04166667,63947688.4335938,42858.2800376089
1021,180702020107,Poppet Creek-San Jacinto River,2,0.08333333,116660705.039063,84507.240985412
1022,181002010301,South Fork Whitewater River-Whitewater River,0,0,230802436.351563,104327.151997912
1023,181001000703,Upper Arrastre Creek,0,0,112149327.535156,68290.0236299643
1024,181001000102,Lower North Lucerne Valley,0,0,127852141.628906,67852.9814575803
1025,181001000401,Quill Spring,0,0,140514555.25,64419.8565808429
1026,181001000702,Soggy Lake,0,0,100218010.574219,79918.2306798252
1027,180902070101,McLean Lake,0,0,129414156.308594,63274.6278306207
1028,180902070105,Coyote Canyon,0,0,159392389.5625,79451.5627718838
1029,180902031902,Headwaters Wingate Wash,0,0,153118317.355469,64364.4417350934
1030,180902032205,Johnson Canyon,0,0,75093105.640625,47295.2944701472
1031,180902030706,Lower Furnace Creek Wash,0,0,186029416.75,105692.494335609
1032,180902030705,Echo Canyon,0,0,102368194.09375,67048.0286829473
1033,180902030804,Monarch Canyon,0,0,154818810.292969,66987.2658087151
1034,180703051002,McAlmond Canyon-Cottonwood Creek,0,0,82167221.46875,50268.48250854
1035,180703051001,Potrero Creek,0,0,97490810.1015625,60204.8359618193
1036,180703030102,Canada Aguanga-San Luis Rey River,1,0.04166667,129804013.027344,66759.3927578583
1037,181002030301,Dry Canyon,0,0,70039798.5351563,48038.907228641
1038,181002010303,Mission Creek,0,0,190782962.234375,118620.640899866
1039,181002010204,Tahquitz Creek,0,0,132611012.753906,64922.0544210117
1040,181002010205,Lower Palm Canyon Wash,0,0,70170668.8671875,64580.2120111091
1041,181002010202,Upper Palm Canyon Wash,0,0,156905452.542969,61747.7759566759
1042,181002010404,Morongo Wash,0,0,131785720.84375,76872.4067407706
1043,181001000904,Bobo Springs Reservoir,0,0,72137647.65625,61313.6995372722
1044,181001000706,Mellville Lake,0,0,75800453.1796875,55037.7291878103
1045,180902082202,Afton Canyon-Mojave River,0,0,170850728.316406,75638.8631408457
1046,180902031603,Two Springs,0,0,132300659.582031,58147.469899733
1047,180902031706,Denning Spring-Amargosa River,1,0.04166667,244551497.40625,147689.0892039
1048,180902031704,Owl Hole Springs,0,0,248207271.167969,88661.0911468296
1049,180902032206,Copper Canyon,0,0,92439335.1367188,50263.6342192517
1050,180902032207,Sheep Canyon,0,0,83580427.6601563,49471.2891317947
1051,180703050501,Santa Margarita,1,0.04166667,19985334.6289063,24802.5450419311
1052,180703051101,Miller Creek-Campo Creek,0,0,152705347.464844,54283.0484001208
1053,181002020107,Bow Willow Creek,0,0,93099874.1445313,74680.2248110397
1054,181002020206,Lost Valley-Carrizo Creek,0,0,119702130.738281,62269.0232661776
1055,181002030601,Upper Fish Creek Wash,0,0,176630895.652344,80696.5905595245
1056,181002020301,Gert Wash,0,0,169874865.523438,92786.5488059962
1057,181002030402,Earthquake Valley,0,0,111220196.105469,59334.4863014367
1058,181002030502,Upper Lower Borrego Valley,0,0,196185421.125,70975.9199887087
1059,181002010803,Martinez Canyon,0,0,190526804.359375,98902.0192965444
1060,181002010609,Town of Biskra Palms-Whitewater River,0,0,171777517.140625,67644.0764149784
1061,181001001502,Upper Quail Wash,0,0,122785244.464844,64307.7114921464
1062,181002010702,Berdoo Canyon,0,0,137015595.695313,77191.4752159643
1063,181002010705,City of Indio-Whitewater River,0,0,275810035.507813,137910.842638944
1064,181001001102,181001001102,0,0,85357821.0625,58584.1842646972
1065,181001001202,Keys Lake,0,0,167389749.453125,59944.4474502274
1066,181001002001,Swede Hill,0,0,190806267.492188,62567.4637167117
1067,180902082203,Baxter Wash,0,0,124897810.34375,55253.524404118
1068,180902082206,Mojave River Wash-Mojave River,0,0,182525278.5625,104506.085030065
1069,180902031404,Squaw Mountain,0,0,118586979.332031,102271.935245519
1070,180902022003,Shoshone Spring-Amargosa River,1,0.04166667,239422523.242188,88411.824512752
1071,180902021505,Carson Slough,0,0,61497231.9101563,46460.6219441955
1072,181002041005,Yuha Wash,0,0,173965884.269531,73467.1144360384
1073,181002041007,Lower Coyote Wash,0,0,221143268.871094,78552.6263764709
1074,181002041102,West Mesa,0,0,135635772.074219,65422.8572069492
1075,181002020304,Fish Creek Mountains,0,0,84566868.3984375,51441.3774731002
1076,181002030803,Harpers Well-San Felipe Creek,1,0.04166667,195478865.386719,101068.349161843
1077,181002041404,Kane Spring-Frontal Salton Sea,0,0,137118981.835938,64733.0382747861
1078,181002040504,Buried Mountain,0,0,121230300.085938,60623.3847638341
1079,181002040608,Lower Salt Creek,1,0.04166667,70805718.1367188,46715.0611271903
1080,181001004405,Wilson Canyon-Pinto Wash,0,0,210961475.871094,114344.569587319
1081,181001002301,Pinto Mountain,0,0,107668444.496094,65066.1375657102
1082,181001002006,Town of Bagdad,0,0,98223070.4765625,51942.8348184456
1083,180902081803,Budweiser Wash,0,0,236150462.941406,105447.704497028
1084,180902082507,Shortz Lake-Frontal Soda Lake,0,0,202833803.523438,125099.760742375
1085,180902082001,180902082001,0,0,70744146.5664063,49865.7144295592
1086,180902031204,180902031204,0,0,91438377.9726563,51244.5760982737
1087,180902021903,180902021903,0,0,80646182.6796875,55120.7447589573
1088,160600150205,160600150205,0,0,1877748.80078125,8377.70377552003
1089,160600150104,Manse Ranch Springs,0,0,2479123.34375,7474.55946883618
1090,160600150403,Lost Cabin Spring,0,0,21736.08203125,792.628009031381
1091,181002040807,Town of Calipatria-Alamo River,0,0,554032415.929688,171611.441518083
1092,181002041303,181002041303,0,0,75542919.1484375,79068.5578685665
1093,181002040602,181002040602,0,0,90403493.6992188,54358.745404054
1094,181002040601,Gulliday Well,0,0,112320857.007813,81164.4300635481
1095,181001004502,San Bernardino Wash-Pinto Wash,0,0,286632755.171875,145492.508037017
1096,181001002802,181001002802,0,0,124187021.808594,59272.5526967613
1097,181001002502,Amboy Crater,0,0,165358692.648438,64897.3341144524
1098,181001003706,181001003706,0,0,172842016.042969,75277.9034366969
1099,181001002703,Town of Chambless,0,0,280351285.617188,92843.9710436012
1100,180902081904,Marl Spring-Kelso Wash,0,0,138926560.617188,58730.4800670778
1101,180902081905,Lower Cedar Wash,0,0,123436897.015625,79927.9902922146
1102,180902081902,Upper Cedar Wash,0,0,165238815.414063,78906.2600281646
1103,181002040208,Town of Amos,0,0,162141125.703125,75747.38311077
1104,150301040902,150301040902,0,0,217594247.035156,102119.9564188
1105,181001005402,Sharp Peak,0,0,118208681.5625,73843.4105166549
1106,181001005403,Augustine Pass,0,0,102660739.019531,71400.5048084015
1107,181001003604,181001003604,0,0,142690008.964844,77280.2185678037
1108,181001003505,181001003505-Schulyler Wash,0,0,62164020.96875,78420.6030331692
1109,181001003302,Upper Black Canyon Wash,0,0,72563926.0546875,50049.9221836212
1110,160600151202,Town of Nipton-Frontal Ivanpah Lake,0,0,55859672.9179688,38338.2278382712
1111,181002040201,Town of Clyde,0,0,61905214.1484375,59358.1612364358
1112,150301040905,Headwaters Milpitas Wash,0,0,102189448.25,84557.4720157189
1113,150301041002,Geode Beds-Milpitas Wash,0,0,131241909.035156,110198.98333718
1114,150301041005,150301041005-Milpitas Wash,0,0,175310040.632813,88632.319548625
1115,181001005201,181001005201,0,0,104498111.433594,66271.1966302885
1116,181001004305,Tank Spring,0,0,79805601.7773438,58540.9726722771
1117,150301040501,Upper McCoy Wash,0,0,114446128.855469,77422.1552394336
1118,181001004307,Town of Rice,0,0,196576861.238281,65833.4947768295
1119,181001004103,Old Woman Statue,0,0,177310833.6875,99006.7227467208
1120,181001003903,Stepladder Mountains,0,0,94735311.2226563,53385.0425233332
1121,181001003909,181001003909-Homer Wash,0,0,191087992.328125,81407.0140580499
1122,181001003802,181001003802,0,0,69866349.4335938,48898.1680587685
1123,150301020304,Homer Mountain-Piute Wash,0,0,136759699.265625,67341.4153540201
1124,150301020107,150301020107,0,0,73864332.5546875,39410.7426020643
1125,150301070106,Araz Wash,0,0,30344771.0195313,42867.5599060028
1126,150301041310,Senator Wash,1,0.04166667,77306076.0859375,57861.4472687971
1127,150301041006,Three Finger Lake-Milpitas Wash,0,0,85938374.2226563,55166.6846928151
1128,150301041107,Colorado River-Cibola Lake,1,0.04166667,103193109.007813,136145.169930423
1129,150301040503,Black Hill,0,0,101127132.574219,52078.32942683
1130,150301040202,Castle Rock-Upper Vidal Valley,0,0,144457446.816406,100669.899394667
1131,150301040401,Riverside Mountains Area,1,0.04166667,61131613.5742188,42468.4611581517
1132,150301010402,Eagle Pass,1,0.04166667,98535610.046875,84114.763648613
1133,150301010408,Lobecks Pass,1,0.04166667,180650313.464844,72414.1730422324
1134,150301010305,Montana Wash-Colorado River,1,0.04166667,78333111.9648438,47117.8297556963
1135,150301070101,Colorado River-Mittry Lake,1,0.04166667,64410360.2617188,38200.032320736
1136,150301010706,Whipple Well,0,0,100486408.035156,55563.8261640619
1137,150301010710,Whipple Wash,1,0.04166667,128437374.257813,71674.4176701198
1138,150301010713,Gene Wash-Colorado River,1,0.04166667,79846489.203125,51552.6972569531
1139,180500020801,San Pablo Bay Estuaries,21,0.875,561665347.976563,562251.874994751
1140,180400080803,Jones Drain-Merced River,13,0.54166667,178012229.195313,135701.602829198
1141,181001003707,Cadiz Lake,0,0,637143059.996094,276417.016713195
1142,180101070209,Lower Mattole River,13,0.54166667,268393641.566406,104961.003116506
1143,180101070206,Upper North Fork Mattole River,8,0.33333333,117021943.746094,51341.4830964103
1144,180101070301,Guthrie Creek-Frontal Pacific Ocean,13,0.54166667,107648128.691406,74161.417818352
1145,180101020603,Elk River,14,0.58333333,252479771.085938,99967.9923604764
1146,171003120202,South Fork Winchuck River-Winchuck River,11,0.45833333,57841842.671875,39430.7911636633
1147,180101080803,Little River-Frontal Pacific Ocean,13,0.54166667,59535460.6992188,90272.7286709456
1148,180101080603,Jackass Creek-Frontal Pacific Ocean,10,0.41666667,70927949.2226563,100086.291748908
1149,180101060407,Canoe Creek-South Fork Eel River,11,0.45833333,210366900.445313,80104.4426994502
1150,180101050905,Hoagland Creek-Van Duzen River,10,0.41666667,171074228.421875,78629.3096427209
1151,180101020103,Lacks Creek-Redwood Creek,8,0.33333333,203695903.851563,63581.4391231857
1152,180101020406,Maple Creek-Mad River,11,0.45833333,233276044.113281,101435.622337029
1153,180101020106,McArthur Creek-Redwood Creek,16,0.66666667,188087831.9375,69933.1621059483
1154,180101020105,Prairie Creek,13,0.54166667,182710086.621094,83456.4563596936
1155,180102091001,Pine Creek,13,0.54166667,224156433.847656,90108.364439866
1156,180102090905,Lower Blue Creek,18,0.75,168358283.800781,75615.5684683828
1157,180101010204,Lower Middle Fork Smith River,9,0.375,199432837.898438,102826.06547505
1158,180101080802,Big Salmon Creek,13,0.54166667,57377024.390625,46820.8092409722
1159,180101080203,South Fork Noyo River,7,0.29166667,119155798.8125,57501.5087952442
1160,180101080407,North Fork Navarro River,8,0.33333333,70793655.234375,49104.7135520308
1161,180101080102,South Fork Ten Mile River,10,0.41666667,168969639.074219,70905.1814371877
1162,180101080201,North Fork Noyo River,5,0.20833333,109161403.371094,49408.7451826978
1163,180101050205,Bell Springs Creek,6,0.25,87925682.9257813,41978.2392282215
1164,180101050403,Boulder Creek-Eel River,9,0.375,209475562.457031,69812.2586122803
1165,180101050601,Upper Larabee Creek,6,0.25,213206247.367188,77322.8721300821
1166,180101050301,North Dobbyn Creek,7,0.29166667,75628125.2929688,41910.9832418283
1167,180101050302,South Dobbyn Creek,7,0.29166667,176991016.164063,71107.7520569807
1168,180102111106,McDonald Creek-Trinity River,10,0.41666667,140304662.234375,57034.2880546779
1169,180102111205,Supply Creek,11,0.45833333,73329891.9101563,44495.2085669975
1170,180102090804,Bluff Creek,14,0.58333333,341345228.105469,110368.361755245
1171,180101010301,Upper South Fork Smith River,8,0.33333333,207260477.84375,73800.4591376218
1172,171003110402,Elk Creek-West Fork Illinois River,4,0.16666667,80247726.71875,41089.5289408059
1173,180101080501,Upper Garcia River,6,0.25,140385970.980469,79504.2082192016
1174,180101100203,East Fork Russian River-Russian River,7,0.29166667,79188322.6289063,54417.2374633593
1175,180101050202,Stoner Creek-Eel River,9,0.375,137489843.992188,64180.8808761777
1176,180101030506,Division Creek-Eel River,9,0.375,80071296.9570313,41561.3740856732
1177,180101030403,Mill Creek-Outlet Creek,7,0.29166667,145408808.957031,73269.6901625887
1178,180102111103,Big French Creek,7,0.29166667,174931082.585938,62303.1817867902
1179,180102111104,Little French Creek-Trinity River,9,0.375,196387518.65625,77097.1062378403
1180,180102100108,Methodist Creek-South Fork Salmon River,9,0.375,129697127.078125,77680.9572145115
1181,180102100106,Black Bear Creek-South Fork Salmon River,9,0.375,242953286.761719,84681.4683157902
1182,180102090103,East Fork Indian Creek,6,0.25,75861787.59375,53074.1419596145
1183,180102090201,Thompson Creek,9,0.375,165792828.695313,61589.7423358568
1184,180101100904,Willow Creek-Russian River,21,0.875,103075056.910156,48931.58516797
1185,180101030501,Bucknell Creek,6,0.25,79091810.4453125,43975.5090480706
1186,180101040102,Cold Creek,6,0.25,97890160.2265625,51895.9464037479
1187,180101040206,Hammerhorn Creek-Middle Fork Eel River,4,0.16666667,143668129.859375,61137.0182643128
1188,180101040207,Fly Creek-Middle Fork Eel River,6,0.25,89406932.265625,47924.92739926
1189,180101040203,North Fork Middle Fork Eel River,4,0.16666667,141269407.378906,58157.2182852585
1190,180102110904,East Fork North Fork Trinity River,8,0.33333333,209375467.109375,77096.4933602798
1191,180102110102,Upper Coffee Creek,4,0.16666667,206164224.898438,72381.7601294836
1192,180102080605,Mill Creek,8,0.33333333,103977101.453125,45178.3097216377
1193,180102080501,Indian Creek,8,0.33333333,84985212.0898438,53422.6982322818
1194,171003090102,Silver Fork-Elliott Creek,3,0.125,81726982.625,42001.9325633217
1195,180102060901,Cow Creek-Grouse Creek,6,0.25,9298815.859375,23687.3016563835
1196,180500050202,Chileno Creek,8,0.33333333,85517238.1640625,60744.0671220561
1197,180101100605,Brooks Creek-Russian River,14,0.58333333,114695896.082031,80925.9075767326
1198,180201620302,Dry Creek-Putah Creek,6,0.25,136528144.882813,58206.4446960495
1199,180201160303,Kelsey Creek,6,0.25,190457422.941406,106110.337477764
1200,180201160308,Schindler Creek-Frontal Clear Lake,5,0.20833333,103368750.3125,75571.7534631381
1201,180201160309,Burns Valley-Frontal Clear Lake,4,0.16666667,79806987.2460938,60830.6213434279
1202,180201160405,Wolf Creek,5,0.20833333,80174617.078125,44128.3323131479
1203,180201160404,Indian Valley Reservoir-North Fork Cache Creek,6,0.25,191450599.046875,81214.1895305437
1204,180201150203,North Fork Stony Creek,3,0.125,98252435.0429688,52156.9706925586
1205,180201560401,Fish Creek,2,0.08333333,138225250.871094,53526.7919136591
1206,180201150501,Salt Creek,4,0.16666667,91106159.0273438,59598.8868412963
1207,180102110702,Grass Valley Creek,7,0.29166667,165994914.570313,75850.87171847
1208,180102110205,Eagle Creek-Trinity River,5,0.20833333,176170011.828125,75867.7150455814
1209,180102080403,Hamlin Gulch-Scott River,8,0.33333333,234039448.882813,87786.5515589428
1210,180102080101,Upper East Fork Scott River,6,0.25,265556078.140625,74516.8674553599
1211,180102070409,Julien Creek,6,0.25,154798047.265625,69176.1076124256
1212,180102070407,Parks Creek,6,0.25,249784994.996094,107300.033484025
1213,180102060601,Upper Cottonwood Creek,5,0.20833333,17660693.546875,22589.6687752829
1214,180500060302,Scott Creek,11,0.45833333,121819989.273438,52113.4353420504
1215,180500040901,San Mateo Creek Frontal San Francisco Bay Estuaries,5,0.20833333,136581233.785156,92420.2389093197
1216,180500021002,Richardson Bay-San Francisco Bay,16,0.66666667,352195138.625,248008.500384419
1217,180500020501,Carneros Creek-Frontal San Pablo Bay Estuaries,12,0.5,125213811.21875,101357.205323558
1218,180500020103,Rector Creek-Conn Creek,10,0.41666667,94340035.0429688,59118.6120192163
1219,180201040803,Cortina Creek,11,0.45833333,239075775.210938,104204.71173937
1220,180201040802,Lurline Creek,11,0.45833333,144429874.488281,81273.9275035649
1221,180201040303,Willow Creek,11,0.45833333,154110287.199219,117736.855302583
1222,180201041202,The Lagoon-Sacramento River,19,0.79166667,143551669.140625,154024.251071282
1223,180201570301,Jackson Spring Creek-Elmore Creek,9,0.375,109454537.1875,63514.608510807
1224,180201570701,Kopta Slough,15,0.625,133165608.328125,63354.4541692753
1225,180201520804,Hooker Creek,12,0.5,117761581.515625,79916.0912799514
1226,180201550202,Lower Reeds Creek,11,0.45833333,149843600.601563,90381.2816396499
1227,180201520806,Lower Cottonwood Creek,14,0.58333333,155686783.339844,62585.8644037463
1228,180201540302,Sulphur Creek-Sacramento River,13,0.54166667,219311592.949219,92952.8253624489
1229,180201510305,Lower Little Cow Creek,12,0.5,138865275.003906,68024.6638531763
1230,180200050305,Slate Creek,1,0.04166667,144269676.15625,62770.5107821826
1231,180200040302,Lower Squaw Valley Creek,4,0.16666667,269508518.007813,96240.83449912
1232,180102070403,The Whaleback-Sheep Rock,2,0.08333333,284501036.046875,89314.1132478055
1233,180102070304,Lower Little Shasta River,8,0.33333333,137850966.742188,69940.0798020863
1234,180102070410,Steamboat Lake-Shasta River,8,0.33333333,154783295.402344,92310.0683196559
1235,180102060703,Willow Creek,9,0.375,273040795.0625,103641.098396003
1236,180600060205,Bixby Creek-Frontal Pacific Ocean,8,0.33333333,147015998.03125,94858.6349655905
1237,180600060202,Carmel Bay,8,0.33333333,17872055.7070313,52484.1384360871
1238,180600150303,Soquel Creek,10,0.41666667,173255440.582031,86173.7633895753
1239,180500030402,Saratoga Creek,11,0.45833333,77630051.109375,77569.0423433664
1240,180500030401,San Tomas Aquinas Creek,9,0.375,92643175.984375,51762.8843225518
1241,180500040501,Alamo Creek,7,0.29166667,69526843.8632813,51071.973379857
1242,180500040503,Arroyo de la Laguna,10,0.41666667,124341829.792969,71280.7730862376
1243,180500010202,Las Trampas Creek,9,0.375,111060381.929688,59795.2187441127
1244,180201630503,Upper Ulatis Creek,9,0.375,122183017.746094,77746.9955521234
1245,180201630504,Alamo Creek,10,0.41666667,116911845.214844,88891.0777045874
1246,180201620501,Pleasants Creek,4,0.16666667,70123945.7265625,49206.6888040641
1247,180201620502,Dry Creek,6,0.25,93260415.2851563,55898.200308853
1248,180201160704,Goodnow Slough-Cache Creek,14,0.58333333,393350110.605469,151579.723281057
1249,180201041004,Bird Creek,11,0.45833333,80475476.8945313,59580.7956361008
1250,180201570403,Campbell Creek-Pine Creek,9,0.375,207810083.449219,91659.9675191776
1251,180201540405,Lower Bear Creek,14,0.58333333,76084437.984375,53337.1183755728
1252,180201510402,Oak Run Creek,7,0.29166667,189894985.265625,111962.450472614
1253,180201530203,Morgan Creek,7,0.29166667,70650006.4609375,43808.8442290939
1254,180201540402,North Fork Bear Creek,5,0.20833333,121000335.308594,58827.320407787
1255,180200031103,Montgomery Creek,4,0.16666667,164144987.789063,69404.953530986
1256,180200040401,Hawkins Creek,1,0.04166667,81596923.5507813,47224.144475309
1257,180200040203,Racoon Creek-McCloud River,1,0.04166667,96617040.7539063,56402.912991178
1258,180102050104,Pollic Flat,2,0.08333333,86733969.078125,45830.0254822503
1259,180200040104,Edson Creek,1,0.04166667,135747336.222656,67586.2958410659
1260,180102060203,Hayden Creek,6,0.25,566.46484375,111.083147345655
1261,180600150103,Alisal Slough-Tembladero Slough,13,0.54166667,224850780.320313,85474.7465945523
1262,180600150301,Elkhorn Slough,13,0.54166667,287951482.457031,113151.568864258
1263,180600051509,Alisal Creek-Salinas River,15,0.625,455959852.429688,165475.006011401
1264,180600020301,Little Llagas Creek,6,0.25,98142835.71875,50225.2302821788
1265,180500030302,Canoas Creek,9,0.375,80837508.2070313,46505.5560047695
1266,180500030202,Metcalfe Canyon-Coyote Creek,10,0.41666667,200321767.339844,107177.115994154
1267,180500040102,Smith Creek,5,0.20833333,84377620.609375,66516.7083625515
1268,180500040101,Isabel Creek,5,0.20833333,167450390.113281,94523.7236683997
1269,180500040203,Lower Arroyo Las Positas,6,0.25,119197107.933594,68915.8033771233
1270,180500040404,Trout Creek-Arroyo Valle,5,0.20833333,147461469.675781,63029.8908171591
1271,180400030602,Mountain House Creek,6,0.25,63053679.3320313,60825.8610055353
1272,180500040301,Upper Arroyo Mocho,5,0.20833333,190904468.800781,108547.282109996
1273,180201630301,Knights Landing Ridge Cut,17,0.70833333,115480335.746094,60582.0259796413
1274,180201630602,Tremont School,14,0.58333333,131491655.453125,76283.9179795671
1275,180201590503,Clark Slough-Feather River,18,0.75,238577549.300781,161336.457984772
1276,180201590107,Wilson Creek-North Honcut Creek,16,0.66666667,154831536.785156,128065.871647841
1277,180201560302,Middle Mill Creek,8,0.33333333,240111859.503906,94815.7887455462
1278,180200030902,Headwaters-Burney Creek,2,0.08333333,70223382.9609375,46461.1153936054
1279,180200030907,Burney Falls-Burney Creek,8,0.33333333,100482383.035156,47981.6564491131
1280,180200030707,Thousand Lakes Valley,3,0.125,87505386.8671875,54031.8045481206
1281,180200040202,Bartle Creek-McCloud River,1,0.04166667,152854309.070313,62308.9263596246
1282,180200031002,Clark Creek,9,0.375,95028633.1132813,63844.2523754675
1283,180200030506,Dickson Flat,5,0.20833333,94521557.7773438,58530.1655264869
1284,180200030304,Paynes Creek,0,0,422321582.484375,115588.641977554
1285,180102040903,Anderson Rose Diversion Dam-Lost River,2,0.08333333,6601427.01953125,12377.0322695263
1286,180600060402,Arroyo De La Laguna,8,0.33333333,97662276.1015625,70639.7086364103
1287,180600051502,McCoy Creek-Salinas River,9,0.375,248693638.144531,103446.100787922
1288,180600020701,Stone Creek,4,0.16666667,63351095.046875,39544.5280798954
1289,180400020102,North Fork Orestimba Creek,2,0.08333333,104943140.34375,54492.4816973702
1290,180400020402,Salado Creek,3,0.125,154719156.75,79632.412398712
1291,180400020203,Crow Creek,3,0.125,98174480.4726563,69687.4271367246
1292,180400020104,Oso Creek-Orestimba Creek,5,0.20833333,210522054.898438,124372.996368532
1293,180400030102,Lower Corral Hollow Creek,2,0.08333333,130259857.871094,85774.0958574451
1294,180400030203,Walthall Slough-San Joaquin River,17,0.70833333,221991430.21875,111024.257569941
1295,180400030902,Telephone Cut-Bishop Cut,13,0.54166667,121965797.824219,62027.3989362817
1296,180400110308,Stockton Diverting Canal-Calaveras River,15,0.625,196275791.683594,99060.579499141
1297,180400121002,South Stone Lake-Snodgrass Slough,19,0.79166667,248127251.351563,121677.965132038
1298,180400130801,North Fork Badger Creek,12,0.5,72443316.25,43325.1410094039
1299,180400121101,Jahant Slough,14,0.58333333,67666582.875,48911.2088963735
1300,180201110301,Upper Steelhead Creek,15,0.625,115587336.257813,52958.7088343597
1301,180201630401,Elder Creek,14,0.58333333,92892689.6015625,63428.3684823261
1302,180201260501,Yankee Slough,11,0.45833333,164498770.800781,76222.4304558577
1303,180201610203,Deadman Canyon-Coon Creek,10,0.41666667,156022695.640625,112134.755856426
1304,180201230604,Oroleve Creek-South Fork Feather River,5,0.20833333,92928770.0546875,54364.9137144319
1305,180201580101,Colby Creek-Butte Creek,4,0.16666667,132466019.558594,57755.4888693069
1306,180200030705,Plum Valley,1,0.04166667,86681448.8125,46682.7521764283
1307,180200030604,Upper Butte Creek,2,0.08333333,190780611.964844,85134.5835707497
1308,180200030805,Chalk Reservoir-Pit River,13,0.54166667,95515838.390625,51774.5879910199
1309,180200030804,Bald Mountain Reservoir-Pit River,10,0.41666667,254616954.714844,121339.131731575
1310,180200030303,Whitehorse Flat Reservoir,1,0.04166667,175739456.105469,70908.3283795708
1311,180200030504,Big Lake,5,0.20833333,265252953.867188,104103.838739878
1312,180200021308,Armentrout Flat,3,0.125,174189047.703125,93095.5414237541
1313,180200021306,Tom Large Flat,0,0,88250564.6367188,53644.6618574049
1314,180200021305,Service Gulch,2,0.08333333,135869202.09375,65596.6166972246
